time,ax,ay,az,atotal
0.588,3.65,0.10,-8.89,9.61
0.598,3.80,0.13,-8.81,9.59
0.608,3.94,0.16,-8.73,9.58
0.618,4.08,0.17,-8.64,9.55
0.628,4.22,0.19,-8.56,9.54
0.638,4.37,0.23,-8.49,9.55
0.648,4.49,0.24,-8.39,9.52
0.658,4.62,0.27,-8.30,9.50
0.668,4.74,0.29,-8.19,9.47
0.678,4.86,0.32,-8.08,9.43
0.688,4.96,0.33,-7.91,9.34
0.697,-2.43,-0.81,-1.03,2.76
0.709,-36.62,-3.49,17.13,40.58
0.718,-30.02,-7.92,138.75,142.18
0.727,41.68,0.18,172.09,177.06
0.737,26.96,3.92,30.07,40.58
0.747,-0.19,-0.75,-6.55,6.60
0.757,0.44,0.01,-9.33,9.34
0.767,0.84,-0.14,-10.28,10.32
0.777,1.42,-0.20,-10.00,10.10
0.787,1.99,-0.14,-9.83,10.03
0.797,2.50,-0.23,-9.65,9.97
0.807,3.02,-0.28,-9.47,9.94
0.817,3.55,-0.29,-9.30,9.96
0.827,4.04,-0.34,-9.11,9.97
0.837,4.49,-0.28,-8.96,10.03
0.847,4.78,-0.12,-8.92,10.12
0.857,4.34,0.35,-8.99,9.98
0.867,1.89,1.49,-8.79,9.11
0.877,-1.42,2.28,-8.10,8.53
0.887,-2.53,2.04,-3.75,4.96
0.897,-1.73,0.64,6.85,7.09
0.907,2.76,-0.63,19.00,19.21
0.917,5.56,-0.69,17.34,18.23
0.927,2.60,0.19,11.20,11.50
0.937,0.38,0.63,3.74,3.82
0.947,-0.36,-0.27,0.68,0.81
0.957,0.00,-0.48,-2.65,2.69
0.967,-0.12,-0.19,-4.81,4.81
0.977,-1.02,-0.07,-4.41,4.52
0.986,-1.48,-0.03,-1.04,1.81
0.996,-0.68,0.08,2.36,2.45
1.006,0.19,0.23,3.21,3.22
1.016,0.63,0.26,1.03,1.24
1.026,0.66,0.10,-1.14,1.33
1.036,0.19,-0.09,-1.38,1.40
1.046,-0.25,-0.08,-0.17,0.31
1.056,-0.19,0.03,0.79,0.82
1.066,0.06,0.04,0.45,0.46
1.076,0.18,0.04,-0.39,0.44
1.086,0.06,0.10,-0.43,0.44
1.096,0.01,0.08,0.10,0.13
1.106,0.08,-0.03,0.31,0.32
1.116,0.13,-0.05,-0.03,0.14
1.126,0.04,0.02,-0.28,0.28
1.136,-0.05,0.10,-0.12,0.16
1.146,0.04,0.06,0.11,0.13
1.156,0.14,0.02,0.08,0.16
1.166,0.11,0.01,-0.08,0.14
1.176,0.02,0.01,-0.11,0.11
1.186,-0.01,0.01,-0.01,0.02
1.196,0.05,0.04,0.02,0.06
1.206,0.08,0.08,-0.05,0.13
1.216,0.08,0.06,-0.07,0.12
1.226,0.06,0.02,-0.01,0.07
1.236,0.06,-0.01,0.01,0.06
1.246,0.05,0.00,-0.04,0.06
1.256,0.03,0.05,-0.07,0.09
1.265,0.06,0.05,-0.02,0.08
1.276,0.08,0.04,-0.00,0.09
1.285,0.09,0.03,-0.01,0.09
1.295,0.03,0.01,-0.04,0.05
1.305,0.02,0.02,-0.04,0.05
1.315,0.06,0.03,-0.04,0.08
1.325,0.07,0.06,-0.01,0.09
1.335,0.07,0.04,-0.03,0.09
1.345,0.04,0.02,-0.04,0.06
1.355,0.03,0.02,-0.02,0.04
1.365,0.05,0.02,-0.02,0.06
1.375,0.08,0.05,-0.04,0.10
1.385,0.06,0.05,-0.04,0.09
1.395,0.08,0.05,-0.01,0.09
1.405,0.03,0.01,0.00,0.03
1.415,0.05,-0.01,-0.01,0.05
1.425,0.08,0.04,-0.07,0.11
1.435,0.06,0.04,-0.05,0.09
1.445,0.03,0.02,0.02,0.04
1.455,0.06,0.01,-0.00,0.06
1.465,0.10,0.05,-0.07,0.14
1.475,0.02,0.01,-0.03,0.03
1.485,0.03,0.01,0.00,0.03
1.495,0.14,0.04,-0.04,0.15
1.505,0.03,0.04,-0.04,0.06
1.515,0.03,0.02,-0.02,0.04
1.525,0.10,0.02,-0.05,0.11
1.534,0.01,0.04,-0.02,0.05
1.544,0.05,0.03,-0.03,0.06
1.555,0.09,-0.01,-0.03,0.10
1.565,0.05,0.05,-0.05,0.09
1.575,0.04,0.04,0.00,0.05
1.584,0.05,0.02,-0.06,0.08
1.594,0.02,0.02,-0.01,0.03
1.604,0.04,0.02,-0.04,0.06
1.614,0.05,0.02,-0.03,0.07
1.624,0.07,0.03,-0.03,0.08
1.634,0.05,0.02,-0.04,0.07
1.644,0.05,0.02,-0.03,0.06
1.654,0.05,0.02,-0.02,0.06
1.664,0.07,0.03,-0.05,0.09
1.674,0.07,0.03,-0.01,0.07
1.684,0.01,0.22,0.06,0.23
1.694,-0.05,0.26,-0.34,0.43
1.704,0.12,-0.15,-0.19,0.27
1.714,0.08,-0.27,0.32,0.43
1.724,0.00,0.08,0.13,0.15
1.734,0.05,0.25,-0.13,0.29
1.744,0.07,0.20,0.09,0.23
1.754,0.06,0.14,-0.28,0.31
1.764,0.09,-0.07,-0.32,0.34
1.774,0.09,-0.25,0.08,0.28
1.784,0.17,-0.25,0.43,0.52
1.794,-0.02,-0.15,0.03,0.16
1.804,-0.12,0.19,-0.19,0.29
1.814,0.07,0.26,-0.26,0.38
1.824,0.11,0.01,0.00,0.11
1.834,0.08,-0.04,0.10,0.13
1.844,-0.03,0.03,-0.11,0.12
1.853,0.05,-0.05,-0.08,0.10
1.863,0.19,-0.14,0.25,0.34
1.873,0.09,-0.01,-0.06,0.11
1.883,0.01,0.10,-0.28,0.30
1.893,0.11,0.09,-0.17,0.22
1.903,-0.01,0.10,0.06,0.12
1.913,-0.01,0.14,0.08,0.16
1.923,0.14,0.05,-0.07,0.16
1.933,0.04,-0.09,-0.02,0.10
1.943,0.02,-0.10,-0.03,0.10
1.953,0.03,0.03,-0.02,0.05
1.963,0.01,0.07,-0.09,0.12
1.973,0.07,0.02,-0.05,0.08
1.983,0.10,0.03,0.08,0.13
1.993,0.12,0.09,-0.03,0.15
2.003,0.13,0.06,-0.11,0.18
2.013,0.02,0.04,-0.05,0.06
2.023,-0.03,-0.08,0.05,0.10
2.034,-0.12,-0.08,0.05,0.15
2.043,0.03,0.07,-0.06,0.10
2.053,0.10,0.12,-0.07,0.17
2.063,0.09,0.03,-0.02,0.10
2.073,0.06,0.00,-0.02,0.07
2.083,0.04,-0.00,-0.07,0.08
2.093,0.05,-0.05,-0.08,0.10
2.103,0.08,-0.14,0.03,0.16
2.113,0.09,-0.13,0.09,0.18
2.123,0.02,0.02,-0.03,0.05
2.132,0.03,0.14,-0.18,0.23
2.142,0.05,0.11,-0.08,0.14
2.152,0.03,0.04,0.04,0.07
2.162,0.04,0.07,0.03,0.09
2.172,0.02,0.08,-0.04,0.09
2.182,-0.01,0.05,-0.07,0.09
2.192,0.01,0.00,-0.05,0.05
2.202,0.07,-0.06,0.03,0.09
2.212,0.10,-0.04,0.05,0.12
2.222,0.11,0.02,-0.04,0.12
2.232,0.06,0.11,-0.10,0.16
2.242,-0.03,0.22,-0.13,0.25
2.252,-0.05,0.14,-0.05,0.15
2.262,-0.05,0.01,0.03,0.06
2.272,0.02,-0.02,-0.04,0.05
2.282,0.09,-0.05,-0.04,0.11
2.292,0.11,-0.08,-0.01,0.13
2.302,0.08,-0.05,0.00,0.10
2.312,0.04,0.01,-0.05,0.06
2.322,0.03,0.03,-0.03,0.05
2.332,0.04,0.13,-0.01,0.14
2.342,0.09,0.12,-0.09,0.17
2.352,0.05,0.02,0.00,0.05
2.362,0.05,-0.02,-0.01,0.05
2.372,0.05,-0.04,-0.04,0.07
2.381,0.05,-0.05,0.00,0.07
2.392,0.08,-0.04,-0.02,0.09
2.401,0.07,-0.07,-0.01,0.10
2.411,0.07,-0.06,-0.12,0.15
2.421,-0.04,0.04,-0.29,0.30
2.431,-0.10,0.16,-0.27,0.33
2.441,-0.01,0.16,-0.04,0.17
2.451,0.14,0.09,0.17,0.23
2.461,0.23,0.01,0.10,0.25
2.471,0.12,-0.08,-0.06,0.16
2.481,-0.05,-0.10,-0.09,0.15
2.491,-0.18,0.04,0.07,0.20
2.501,-0.17,0.19,0.32,0.40
2.511,0.05,0.15,0.34,0.38
2.521,0.16,-0.03,0.13,0.21
2.531,0.29,-0.42,0.18,0.54
2.541,0.22,-0.21,-0.21,0.37
