time,ax,ay,az,atotal
0.747,-0.64,0.33,-0.59,0.93
0.757,-0.45,0.55,-0.16,0.73
0.767,-0.25,0.68,0.07,0.72
0.777,0.02,0.78,0.20,0.81
0.787,0.43,0.73,0.34,0.91
0.797,0.51,0.56,0.09,0.76
0.807,0.28,0.28,-0.34,0.52
0.817,-0.10,0.03,-0.52,0.53
0.827,-0.48,-0.07,-0.39,0.62
0.837,-0.65,-0.00,-0.01,0.65
0.847,-0.59,0.15,0.16,0.63
0.857,-0.38,0.25,0.00,0.45
0.867,-0.27,0.35,-0.15,0.46
0.877,-0.20,0.46,-0.36,0.62
0.887,-0.42,0.38,-0.28,0.63
0.897,-0.57,0.15,-0.47,0.76
0.907,-0.79,0.05,-1.40,1.60
0.917,-1.53,-0.35,-4.03,4.32
0.927,-1.63,-1.18,-8.29,8.53
0.937,-0.42,-0.91,-9.38,9.43
0.947,0.63,-0.87,-9.66,9.72
0.957,0.66,-1.12,-9.71,9.79
0.967,0.68,-1.31,-9.66,9.77
0.977,0.72,-1.50,-9.62,9.76
0.987,0.75,-1.69,-9.59,9.76
0.997,0.79,-1.88,-9.54,9.76
1.007,0.82,-2.07,-9.49,9.75
1.017,0.85,-2.29,-9.43,9.74
1.027,0.90,-2.46,-9.38,9.74
1.037,0.92,-2.65,-9.31,9.72
1.047,0.95,-2.83,-9.25,9.72
1.056,0.97,-3.01,-9.20,9.73
1.066,1.00,-3.20,-9.12,9.72
1.076,1.04,-3.39,-9.05,9.72
1.086,1.07,-3.55,-8.97,9.70
1.096,1.10,-3.73,-8.90,9.71
1.106,1.13,-3.91,-8.80,9.69
1.116,1.15,-4.07,-8.73,9.70
1.126,1.18,-4.23,-8.65,9.70
1.136,1.21,-4.39,-8.56,9.70
1.146,1.22,-4.55,-8.47,9.69
1.156,1.26,-4.72,-8.38,9.70
1.166,1.27,-4.87,-8.29,9.70
1.176,1.29,-5.01,-8.19,9.69
1.186,1.31,-5.15,-8.08,9.67
1.196,1.32,-5.29,-7.97,9.65
1.206,1.33,-5.42,-7.84,9.63
1.216,1.36,-5.55,-7.76,9.64
1.226,1.37,-5.68,-7.67,9.64
1.236,1.39,-5.80,-7.57,9.64
1.246,1.38,-5.91,-7.47,9.62
1.256,1.39,-6.03,-7.37,9.62
1.266,1.39,-6.14,-7.25,9.61
1.276,1.39,-6.23,-7.16,9.59
1.286,1.38,-6.33,-7.05,9.58
1.295,1.39,-6.44,-6.95,9.57
1.306,1.38,-6.52,-6.85,9.56
1.315,1.38,-6.61,-6.77,9.56
1.326,1.37,-6.68,-6.69,9.56
1.336,1.36,-6.75,-6.61,9.55
1.345,1.36,-6.83,-6.52,9.54
1.356,1.34,-6.90,-6.45,9.54
1.365,1.32,-6.97,-6.37,9.53
1.375,1.32,-7.01,-6.27,9.50
1.385,1.30,-7.07,-6.20,9.49
1.395,1.27,-7.11,-6.13,9.48
1.405,1.24,-7.16,-6.06,9.46
1.415,1.22,-7.20,-6.02,9.46
1.425,1.19,-7.23,-5.96,9.45
1.435,1.17,-7.27,-5.88,9.42
1.445,1.13,-7.29,-5.85,9.42
1.455,1.10,-7.30,-5.82,9.40
1.465,1.06,-7.31,-5.76,9.37
1.475,1.03,-7.33,-5.75,9.37
1.485,0.99,-7.34,-5.72,9.36
1.495,0.96,-7.34,-5.72,9.35
1.505,0.91,-7.32,-5.68,9.31
1.515,0.88,-7.29,-5.64,9.26
1.525,0.76,-6.91,-5.93,9.14
1.535,-1.47,29.02,-34.06,44.77
1.545,-1.26,78.09,-64.81,101.49
1.555,1.39,-53.83,133.55,144.00
1.565,68.67,-112.87,322.69,348.68
1.575,7.13,-49.28,82.52,96.38
1.585,-7.78,-4.10,-30.61,31.85
1.595,-0.30,-0.67,-10.34,10.37
1.605,-0.16,-1.80,-11.96,12.10
1.615,0.46,-2.47,-10.62,10.92
1.624,0.73,-3.12,-10.07,10.56
1.634,1.00,-3.74,-9.94,10.67
1.644,1.24,-4.15,-9.50,10.44
1.655,1.52,-4.53,-9.19,10.36
1.664,1.77,-5.00,-8.99,10.43
1.674,2.03,-5.43,-8.73,10.48
1.684,2.26,-5.85,-8.42,10.50
1.694,2.44,-6.22,-8.41,10.74
1.704,2.44,-6.10,-9.10,11.22
1.714,1.83,-4.48,-11.63,12.60
1.724,0.91,-1.93,-14.64,14.79
1.734,0.40,-0.12,-13.87,13.87
1.744,-0.01,0.75,-10.45,10.47
1.754,-0.15,0.86,-9.44,9.48
1.764,0.05,0.67,-9.50,9.53
1.774,0.27,0.13,-8.80,8.80
1.784,1.21,-0.45,-3.41,3.65
1.794,2.88,-1.36,4.89,5.83
1.804,2.94,-2.78,9.79,10.60
1.814,-0.05,-4.34,10.56,11.42
1.824,-1.94,-3.70,13.76,14.38
1.834,-0.93,-3.33,20.26,20.55
1.844,-0.67,-2.02,14.46,14.61
1.854,-0.26,0.20,5.98,5.98
1.864,0.54,0.92,1.10,1.53
1.874,0.51,1.01,-1.85,2.16
1.884,0.58,1.12,-2.99,3.24
1.893,0.65,1.07,-2.50,2.80
1.904,0.52,0.68,-0.69,1.10
1.913,0.12,0.18,0.94,0.97
1.924,-0.19,-0.15,1.65,1.67
1.933,-0.33,-0.27,1.33,1.40
1.943,-0.14,-0.21,0.16,0.30
1.953,0.08,-0.04,-0.80,0.80
1.963,0.11,0.05,-0.76,0.77
1.973,-0.05,0.17,0.03,0.18
1.983,-0.09,0.14,0.47,0.50
1.993,0.10,0.05,0.25,0.27
2.003,0.22,-0.01,-0.15,0.27
2.013,0.02,-0.01,-0.24,0.24
2.023,-0.16,-0.03,-0.02,0.17
2.033,-0.13,0.03,0.08,0.15
2.043,0.05,0.04,0.01,0.06
2.053,0.15,0.06,-0.03,0.17
2.063,0.09,0.04,-0.05,0.11
2.073,-0.02,0.03,-0.03,0.05
2.083,-0.04,0.03,-0.02,0.05
2.093,-0.05,-0.02,-0.02,0.05
2.103,-0.00,-0.00,-0.01,0.01
2.113,0.07,0.05,-0.05,0.10
2.123,0.05,0.06,-0.03,0.09
2.133,0.00,0.04,0.00,0.04
2.143,0.03,-0.00,-0.02,0.03
2.153,0.00,-0.03,-0.03,0.04
2.163,-0.05,0.03,-0.01,0.06
2.173,-0.02,0.06,-0.05,0.08
2.183,0.01,0.04,-0.06,0.07
2.193,0.05,-0.01,-0.12,0.13
2.203,0.06,0.00,0.05,0.08
2.213,-0.01,0.03,0.12,0.13
2.223,-0.04,0.04,0.02,0.06
2.232,-0.05,0.05,-0.08,0.11
2.242,0.03,0.03,-0.06,0.07
2.252,0.08,-0.02,-0.01,0.08
2.262,0.03,-0.01,-0.02,0.04
2.272,-0.04,0.03,-0.01,0.05
2.282,-0.04,0.05,-0.04,0.07
2.292,0.02,0.04,-0.03,0.05
2.302,0.06,0.01,-0.02,0.06
2.312,0.03,-0.02,-0.03,0.04
2.322,0.01,0.01,-0.02,0.02
2.332,-0.01,0.03,-0.02,0.04
2.342,-0.03,0.03,-0.03,0.05
2.352,-0.01,0.03,-0.03,0.04
2.362,0.03,0.01,-0.02,0.04
2.372,0.04,0.01,-0.01,0.05
2.382,0.01,0.02,-0.00,0.02
2.392,-0.02,0.03,-0.02,0.04
2.402,-0.00,0.02,-0.02,0.03
2.412,0.03,0.01,-0.03,0.04
2.422,0.01,-0.01,-0.04,0.04
2.432,-0.00,0.00,-0.02,0.02
2.442,0.02,0.01,-0.04,0.05
2.452,0.02,0.01,-0.03,0.03
2.462,0.00,0.02,-0.01,0.03
2.472,-0.00,0.02,-0.03,0.04
2.482,0.03,0.01,-0.03,0.04
2.492,0.04,0.02,-0.01,0.04
2.502,0.00,-0.01,-0.05,0.05
2.511,-0.02,-0.00,-0.06,0.07
2.522,-0.02,0.01,-0.03,0.04
2.531,0.01,0.01,-0.03,0.03
2.541,0.04,0.04,-0.01,0.06
2.551,0.02,0.02,-0.04,0.05
2.561,0.02,0.03,-0.01,0.03
2.571,0.02,0.04,0.01,0.04
2.581,-0.01,0.01,-0.03,0.03
2.591,-0.03,-0.01,-0.02,0.04
2.601,-0.02,0.02,-0.02,0.03
2.611,0.02,0.02,-0.05,0.06
2.621,-0.01,-0.02,-0.19,0.19
2.631,0.03,0.00,-0.05,0.06
2.641,0.06,0.06,0.15,0.17
2.651,0.01,0.05,0.12,0.13
2.661,-0.03,-0.00,-0.04,0.05
2.671,-0.00,-0.02,-0.12,0.12
2.681,0.03,0.01,-0.03,0.04
2.691,0.02,0.03,0.03,0.05
2.701,0.03,0.04,-0.03,0.05
2.711,0.01,0.00,-0.05,0.05
2.721,-0.02,-0.00,-0.03,0.04
2.731,0.01,0.01,-0.02,0.02
2.741,0.02,0.04,-0.04,0.05
2.751,0.00,0.02,-0.02,0.02
2.761,-0.01,0.00,-0.02,0.02
2.771,0.01,0.03,-0.02,0.03
2.780,0.01,0.03,-0.01,0.04
2.791,-0.01,0.01,-0.01,0.02
2.801,-0.01,0.01,-0.01,0.02
2.810,0.01,0.01,-0.01,0.02
2.821,0.02,0.01,-0.03,0.04
2.830,-0.01,0.00,-0.02,0.02
2.840,0.00,0.02,-0.01,0.03
2.850,0.01,0.03,-0.02,0.03
2.860,0.01,0.00,-0.03,0.03
2.870,-0.01,-0.00,-0.03,0.04
2.880,-0.01,0.01,-0.02,0.03
2.890,-0.01,0.03,-0.01,0.03
2.900,-0.00,0.01,-0.03,0.03
2.910,0.02,-0.01,-0.03,0.04
2.920,0.03,-0.00,-0.03,0.04
2.930,-0.00,0.02,-0.03,0.04
2.940,-0.03,0.01,-0.03,0.04
2.950,0.00,0.02,-0.01,0.03
2.960,0.02,0.02,-0.02,0.03
2.970,0.04,-0.01,-0.02,0.05
2.980,0.02,-0.02,-0.02,0.04
2.990,-0.00,-0.01,-0.01,0.01
3.001,-0.02,0.04,-0.03,0.06
3.010,0.01,0.06,-0.03,0.07
3.020,0.04,0.01,-0.02,0.05
3.030,0.03,-0.02,-0.01,0.04
3.040,-0.01,-0.01,-0.02,0.02
3.050,-0.05,0.02,-0.03,0.06
3.060,-0.01,0.04,-0.04,0.06
3.070,0.03,0.01,-0.04,0.05
3.080,0.04,-0.00,-0.02,0.04
3.090,0.02,0.00,-0.00,0.02
3.099,0.00,0.02,-0.03,0.03
3.110,-0.02,0.02,-0.02,0.03
3.120,-0.00,0.02,-0.02,0.03
3.129,0.02,0.02,-0.03,0.04
3.139,0.04,-0.00,-0.02,0.04
3.149,0.00,-0.00,-0.02,0.02
3.159,-0.02,0.02,-0.05,0.05
3.169,-0.03,0.03,-0.02,0.05
3.179,-0.01,0.01,-0.02,0.03
3.189,0.02,-0.02,-0.02,0.04
3.199,0.04,-0.00,-0.02,0.04
3.209,0.03,-0.00,-0.03,0.04
3.219,-0.01,-0.00,-0.02,0.02
3.229,-0.03,0.02,-0.01,0.04
3.239,-0.01,0.03,-0.06,0.07
3.249,0.04,0.04,-0.03,0.07
3.259,0.02,0.02,0.03,0.05
3.269,0.03,-0.01,-0.04,0.05
3.279,-0.01,-0.02,-0.03,0.04
3.289,-0.05,-0.02,-0.02,0.05
3.299,-0.05,-0.01,-0.04,0.06
3.309,0.01,0.01,-0.06,0.06
3.319,0.05,0.02,-0.04,0.07
3.329,0.02,0.05,0.00,0.05
3.339,-0.01,0.03,-0.02,0.04
3.349,-0.02,0.00,-0.03,0.03
3.359,0.01,-0.02,-0.04,0.05
3.369,0.00,-0.02,-0.03,0.03
3.379,0.02,0.01,-0.00,0.03
3.389,0.01,0.04,-0.01,0.04
3.399,0.03,0.03,-0.02,0.05
3.408,-0.02,0.01,-0.02,0.03
3.419,-0.01,-0.02,-0.03,0.03
3.428,0.02,-0.02,-0.03,0.04
3.438,0.04,0.01,-0.03,0.05
3.448,-0.00,0.02,-0.02,0.03
3.458,-0.03,0.02,-0.03,0.05
3.468,-0.02,0.01,-0.04,0.04
3.478,0.02,-0.01,-0.03,0.04
3.488,0.02,-0.00,-0.03,0.03
3.498,0.00,-0.01,-0.04,0.05
3.508,0.01,0.01,-0.06,0.06
3.518,-0.00,0.02,-0.02,0.02
3.528,-0.00,0.01,-0.01,0.01
3.538,-0.02,0.03,-0.01,0.04
3.548,0.01,0.03,-0.03,0.04
3.558,0.03,-0.01,-0.03,0.04
3.568,0.03,-0.01,0.01,0.03
3.578,-0.00,-0.01,-0.02,0.02
3.588,-0.01,0.01,-0.02,0.03
3.598,0.01,0.01,-0.02,0.03
3.608,0.02,-0.01,-0.04,0.04
3.618,0.00,0.01,-0.03,0.03
3.628,-0.01,0.02,-0.01,0.02
3.638,0.01,0.01,0.01,0.02
3.648,-0.03,0.03,0.02,0.05
3.657,0.02,0.01,-0.03,0.04
3.667,0.03,0.00,-0.05,0.05
3.677,0.01,-0.00,-0.00,0.01
3.687,0.00,0.01,-0.01,0.01
3.698,-0.01,0.02,-0.04,0.04
3.707,0.00,0.00,-0.03,0.03
3.717,-0.01,0.01,-0.03,0.03
3.727,-0.03,0.01,-0.01,0.03
3.737,0.00,0.01,-0.02,0.02
3.747,-0.02,-0.01,-0.04,0.04
3.757,0.01,-0.02,-0.04,0.05
3.767,0.06,0.00,-0.05,0.08
3.777,0.07,0.04,-0.03,0.08
3.787,0.04,0.06,-0.02,0.08
3.797,0.01,0.03,0.01,0.03
3.807,-0.04,-0.04,0.03,0.06
3.817,-0.03,-0.02,-0.02,0.04
3.827,-0.01,-0.01,-0.06,0.07
3.837,0.02,0.01,-0.04,0.05
3.847,0.04,0.01,-0.03,0.05
3.857,0.01,0.01,-0.03,0.03
3.867,-0.03,0.00,-0.05,0.06
3.877,0.00,0.04,-0.03,0.06
3.887,0.05,-0.01,0.03,0.06
3.897,0.01,-0.07,-0.08,0.10
3.907,0.04,-0.03,-0.05,0.07
3.917,0.06,0.03,0.05,0.08
3.927,0.04,0.01,0.06,0.07
3.937,0.04,-0.06,-0.08,0.11
3.947,0.07,0.02,-0.20,0.22
3.957,0.10,0.07,-0.08,0.14
3.966,-0.03,0.02,0.17,0.18
3.977,-0.22,0.01,0.20,0.29
3.987,-0.21,0.00,-0.11,0.23
3.997,0.03,0.04,-0.26,0.26
4.007,0.12,0.02,-0.06,0.14
4.016,0.12,-0.04,0.12,0.17
