time,ax,ay,az,atotal
0.528,0.11,-1.02,-2.77,2.96
0.538,1.43,-0.76,-5.00,5.26
0.548,3.05,0.37,-7.07,7.71
0.558,3.89,0.14,-8.03,8.92
0.568,3.85,-0.99,-8.56,9.44
0.578,4.03,-1.68,-9.04,10.04
0.588,4.61,-1.80,-8.78,10.08
0.598,5.18,-1.90,-8.44,10.08
0.608,5.72,-2.01,-8.09,10.12
0.618,6.24,-2.12,-7.70,10.13
0.628,6.72,-2.21,-7.31,10.17
0.638,7.18,-2.31,-6.87,10.20
0.648,7.60,-2.40,-6.40,10.22
0.658,8.00,-2.49,-5.91,10.25
0.668,8.34,-2.58,-5.37,10.25
0.677,8.66,-2.67,-4.85,10.28
0.688,8.94,-2.74,-4.27,10.28
0.697,9.19,-2.82,-3.70,10.30
0.707,9.40,-2.87,-3.11,10.31
0.717,9.57,-2.93,-2.50,10.32
0.727,9.67,-2.98,-1.92,10.30
0.737,9.76,-3.03,-1.31,10.31
0.747,9.81,-3.08,-0.72,10.31
0.757,9.80,-3.12,-0.12,10.29
0.767,9.79,-3.16,0.51,10.30
0.777,9.71,-3.19,1.13,10.29
0.787,9.61,-3.21,1.73,10.28
0.797,9.46,-3.24,2.31,10.26
0.807,9.27,-3.25,2.88,10.24
0.817,9.02,-3.27,3.44,10.19
0.827,8.87,-2.76,4.29,10.23
0.837,10.26,10.30,10.53,17.95
0.847,-6.77,31.36,21.26,38.49
0.857,-62.00,-0.51,-53.99,82.21
0.867,-78.73,-41.27,-192.34,211.88
0.877,-32.01,-25.99,-91.43,100.29
0.887,0.01,-2.67,9.92,10.27
0.897,4.98,0.94,8.58,9.96
0.907,5.02,0.53,8.07,9.52
0.917,4.88,0.29,8.30,9.64
0.927,5.03,0.28,8.14,9.57
0.937,5.19,0.33,8.02,9.56
0.946,5.42,0.32,7.73,9.44
0.957,5.61,0.30,7.47,9.35
0.966,5.82,0.29,7.17,9.24
0.976,6.19,0.32,5.80,8.49
0.986,6.02,0.31,3.46,6.95
0.996,4.05,0.27,3.33,5.26
1.006,2.14,0.38,2.30,3.16
1.017,0.26,0.51,-1.33,1.45
1.026,-2.65,0.02,-7.55,8.00
1.036,-5.54,-0.74,-11.92,13.17
1.046,-5.71,-0.83,-9.52,11.13
1.056,-2.13,-0.13,-2.12,3.01
1.066,0.38,0.25,2.12,2.16
1.076,1.11,0.30,3.20,3.40
1.086,1.30,0.36,3.05,3.33
1.096,0.69,0.32,1.91,2.06
1.106,-0.34,0.03,-0.05,0.35
1.116,-0.89,-0.22,-1.79,2.01
1.126,-0.75,-0.25,-1.99,2.14
1.136,0.09,-0.04,-0.45,0.46
1.146,0.61,0.20,0.96,1.16
1.156,0.46,0.27,1.04,1.17
1.166,-0.12,0.09,0.21,0.26
1.176,-0.43,-0.12,-0.53,0.69
1.186,-0.27,-0.14,-0.47,0.56
1.196,0.16,0.08,0.17,0.25
1.206,0.27,0.18,0.46,0.56
1.216,0.05,0.09,0.15,0.18
1.226,-0.14,-0.02,-0.17,0.22
1.236,-0.13,-0.02,-0.13,0.19
1.245,0.02,0.04,0.16,0.17
1.255,0.09,0.06,0.24,0.26
1.265,0.01,0.03,0.04,0.05
1.275,-0.04,0.02,-0.10,0.11
1.285,-0.03,0.07,-0.00,0.08
1.295,0.02,0.07,0.15,0.17
1.305,-0.01,0.02,0.11,0.11
1.315,-0.04,-0.00,0.03,0.05
1.325,0.00,0.03,-0.01,0.03
1.335,0.04,0.06,0.04,0.08
1.345,0.02,0.08,0.08,0.11
1.355,-0.03,0.04,0.07,0.08
1.365,-0.02,0.01,0.05,0.06
1.375,0.01,0.03,0.04,0.05
1.385,0.03,0.04,0.06,0.08
1.395,-0.00,0.05,0.07,0.08
1.405,-0.00,0.05,0.05,0.07
1.415,-0.02,0.05,0.04,0.06
1.425,-0.01,0.05,0.05,0.08
1.435,0.00,0.02,0.06,0.06
1.445,-0.00,0.02,0.06,0.06
1.455,0.01,0.03,0.04,0.06
1.465,0.01,0.04,0.06,0.08
1.475,-0.01,0.05,0.07,0.09
1.485,0.00,0.03,0.05,0.06
1.495,0.01,0.03,0.06,0.07
1.505,0.01,0.03,0.05,0.06
1.514,0.00,0.04,0.04,0.05
1.525,0.01,0.03,0.05,0.06
1.535,-0.01,0.04,0.05,0.06
1.544,-0.01,0.04,0.07,0.08
1.554,0.00,0.02,0.05,0.05
1.564,0.01,0.03,0.05,0.06
1.574,0.01,0.04,0.06,0.07
1.584,-0.00,0.03,0.05,0.06
1.594,0.00,0.03,0.06,0.07
1.604,0.00,0.04,0.05,0.06
1.614,-0.00,0.03,0.06,0.06
1.624,0.00,0.03,0.06,0.07
1.634,0.01,0.03,0.06,0.06
1.644,0.00,0.04,0.05,0.06
1.654,-0.01,0.05,0.06,0.08
1.664,-0.00,0.04,0.06,0.07
1.674,0.01,0.03,0.05,0.06
1.684,0.01,0.03,0.06,0.06
1.694,0.00,0.03,0.05,0.06
1.704,-0.00,0.03,0.06,0.07
1.714,-0.02,0.04,0.04,0.06
1.724,0.01,0.03,0.05,0.06
1.734,0.01,0.04,0.07,0.08
1.744,0.01,0.03,0.06,0.07
1.754,0.02,0.03,0.05,0.06
1.764,-0.01,0.02,0.05,0.06
1.774,-0.01,0.04,0.06,0.07
1.784,-0.00,0.04,0.05,0.06
1.793,0.00,0.02,0.05,0.06
1.804,-0.00,0.02,0.06,0.06
1.814,0.00,0.03,0.06,0.06
1.824,-0.00,0.03,0.06,0.06
1.834,0.01,0.03,0.05,0.06
1.843,-0.00,0.03,0.05,0.06
1.854,0.01,0.03,0.06,0.07
1.863,0.00,0.04,0.07,0.08
1.873,0.01,0.03,0.06,0.07
1.883,0.00,0.03,0.05,0.06
1.893,0.00,0.03,0.05,0.06
1.903,0.01,0.03,0.06,0.06
1.913,0.02,0.03,0.06,0.07
1.923,-0.00,0.03,0.06,0.07
1.933,0.01,0.04,0.06,0.07
1.943,0.01,0.02,0.06,0.06
1.953,0.01,0.02,0.05,0.05
1.963,-0.01,0.03,0.05,0.06
1.973,-0.00,0.04,0.05,0.06
1.983,0.00,0.03,0.06,0.07
1.993,0.01,0.03,0.06,0.07
2.003,0.00,0.05,0.02,0.05
2.013,0.10,0.06,0.12,0.17
2.023,0.17,0.11,-0.55,0.59
2.033,0.50,0.37,2.07,2.16
2.043,0.34,0.46,1.30,1.42
2.053,0.16,0.29,0.42,0.53
2.063,-0.13,0.31,-1.80,1.83
2.073,-0.77,-0.02,-1.18,1.41
2.083,-0.72,-0.42,-1.04,1.33
2.093,0.62,-0.26,0.33,0.75
2.103,1.52,0.34,1.07,1.89
2.112,0.97,0.60,0.05,1.15
2.123,0.33,0.67,-0.40,0.85
2.132,0.11,0.44,0.16,0.49
2.142,-0.29,0.10,0.83,0.89
2.152,-0.77,-0.10,1.63,1.80
2.162,-1.33,-0.55,0.98,1.74
2.172,-1.48,-0.70,-0.05,1.64
2.182,-1.13,-0.45,-0.71,1.41
2.192,-0.28,0.08,-0.89,0.94
2.202,0.62,0.41,-0.98,1.23
2.212,1.06,0.23,-0.83,1.37
2.222,1.46,-0.48,-1.14,1.91
2.232,1.32,-0.45,-0.85,1.63
2.242,0.00,0.08,1.15,1.15
2.252,-1.42,0.54,1.43,2.09
2.262,-1.69,0.38,0.99,2.00
2.272,-0.94,-0.11,0.54,1.09
2.282,0.25,-0.48,0.11,0.55
2.292,1.08,-0.43,-0.07,1.16
2.302,1.45,-0.16,-0.19,1.47
2.312,0.06,-0.04,-0.42,0.43
2.322,-1.68,-0.40,-0.33,1.76
2.332,-1.09,-1.10,0.22,1.57
2.342,2.78,-0.93,0.37,2.95
2.352,1.64,0.35,-1.44,2.21
2.362,-1.12,-0.18,-0.72,1.35
2.372,-1.89,-0.61,-0.04,1.98
2.381,-1.07,-0.31,0.14,1.12
2.391,-0.49,-0.09,0.29,0.58
2.401,-0.90,0.01,0.16,0.91
2.411,-1.23,0.53,-0.35,1.38
2.421,-1.19,0.88,-1.64,2.21
2.431,-1.04,0.68,-2.29,2.61
2.441,-0.63,0.18,-1.68,1.80
2.451,-0.41,-0.36,-1.13,1.25
2.461,-0.55,-0.89,-0.49,1.16
2.471,-0.89,-1.09,-0.19,1.42
2.481,-1.44,-0.95,-0.33,1.75
2.491,-1.93,-0.70,-0.83,2.21
2.501,-2.29,-0.55,-1.41,2.74
2.511,-2.52,-0.57,-2.26,3.43
2.521,-3.13,-0.47,-3.21,4.51
2.531,-3.80,-0.35,-3.90,5.46
2.541,-4.19,-0.57,-4.27,6.01
2.551,-4.03,-0.71,-3.95,5.69
2.561,-3.39,-0.54,-2.99,4.55
2.571,-2.81,-0.62,-2.09,3.56
2.581,-2.41,-0.64,-2.19,3.32
2.591,-1.83,-0.96,-2.16,2.99
2.601,-1.62,-1.20,-2.17,2.96
2.611,-1.66,-0.86,-2.42,3.06
2.621,-2.29,-0.77,-2.75,3.66
2.631,-2.73,-0.55,-2.72,3.89
2.641,-2.94,-0.21,-2.51,3.87
2.651,-3.21,-0.19,-2.24,3.92
2.660,-3.41,-0.37,-2.06,4.00
2.671,-3.42,-0.55,-1.78,3.89
2.680,-3.00,-0.63,-1.26,3.31
2.690,-2.30,-0.50,-1.19,2.63
2.700,-2.31,-0.42,-1.47,2.77
2.710,-2.88,-0.39,-1.92,3.49
2.720,-3.25,-0.10,-2.10,3.87
2.730,-3.40,0.08,-1.96,3.92
2.740,-3.46,0.07,-1.71,3.86
2.750,-3.30,0.01,-1.68,3.71
2.760,-3.13,-0.13,-1.49,3.46
2.770,-2.73,-0.31,-1.38,3.07
2.780,-2.32,-0.71,-1.47,2.83
2.790,-2.11,-0.83,-0.97,2.47
2.800,-1.85,-0.44,-0.03,1.90
2.810,-1.94,-0.12,1.22,2.29
2.820,-2.37,-0.15,2.01,3.11
2.830,-2.69,0.02,1.95,3.33
2.840,-2.76,0.43,1.41,3.13
2.850,-2.63,0.38,0.43,2.69
2.860,-2.08,0.17,-0.33,2.11
2.870,-1.35,0.06,-0.61,1.48
2.880,-0.63,0.08,-0.65,0.91
2.890,-0.13,0.07,-0.76,0.77
2.900,-0.04,0.21,-0.84,0.86
2.909,-0.08,-0.06,-1.08,1.09
2.920,0.15,-0.18,-1.22,1.24
2.930,0.28,0.03,-1.52,1.55
2.940,0.32,0.37,-1.66,1.74
2.950,0.33,0.56,-1.64,1.77
2.959,-0.04,0.75,-0.95,1.21
2.969,-0.70,0.80,-0.40,1.13
2.979,-1.10,0.47,-0.62,1.35
2.989,-0.92,0.32,-0.93,1.34
2.999,-0.32,0.32,-1.32,1.39
3.009,0.35,0.16,-1.63,1.67
3.019,0.96,0.14,-1.84,2.08
3.029,1.25,-0.03,-2.37,2.68
3.039,1.19,-0.01,-2.87,3.11
3.049,0.32,0.45,-3.37,3.41
3.059,-0.11,1.01,-3.47,3.62
3.069,-0.39,0.98,-3.50,3.66
3.079,-1.12,0.82,-3.26,3.54
3.089,-1.63,0.98,-2.13,2.86
3.099,-0.91,0.78,-1.40,1.84
3.109,-0.46,0.28,-1.09,1.22
3.119,-0.19,-0.01,-1.04,1.06
3.129,0.11,-0.02,-1.36,1.36
3.139,0.32,0.04,-1.92,1.95
3.149,0.33,0.09,-2.44,2.47
3.159,0.30,0.08,-2.72,2.73
3.169,0.40,-0.00,-2.71,2.74
3.179,0.57,-0.22,-2.61,2.68
3.189,0.80,-0.52,-2.53,2.71
3.199,1.00,-0.63,-2.38,2.66
3.209,1.13,-0.60,-2.39,2.71
3.219,0.99,-0.65,-2.43,2.71
3.228,0.75,-0.68,-2.24,2.46
3.238,0.52,-0.60,-1.97,2.12
3.248,0.30,-0.52,-1.72,1.82
3.258,0.16,-0.42,-1.42,1.49
3.268,0.08,-0.43,-1.19,1.27
3.278,0.17,-0.47,-1.20,1.30
3.288,0.21,-0.35,-1.42,1.48
3.298,0.24,-0.25,-1.87,1.91
3.308,0.29,-0.16,-2.35,2.37
3.318,0.31,-0.08,-2.54,2.56
3.328,0.30,-0.14,-2.45,2.47
3.338,0.26,-0.21,-2.15,2.18
3.348,0.32,-0.21,-1.82,1.86
3.358,0.35,-0.23,-1.60,1.66
3.368,0.31,-0.33,-1.56,1.62
3.378,0.23,-0.34,-1.57,1.62
3.388,0.18,-0.20,-1.62,1.64
3.398,0.10,-0.09,-1.71,1.71
3.408,0.10,-0.12,-1.70,1.71
3.418,0.19,-0.14,-1.50,1.52
3.428,0.26,-0.12,-1.26,1.29
3.438,0.13,-0.15,-1.07,1.09
3.448,-0.25,-0.16,-0.95,1.00
3.458,-0.56,-0.06,-1.04,1.18
3.468,-0.67,0.09,-1.19,1.37
3.477,-0.57,0.15,-1.40,1.52
3.488,-0.33,0.15,-1.63,1.67
3.497,-0.03,0.12,-1.63,1.64
3.508,0.26,0.07,-1.57,1.59
3.517,0.42,0.05,-1.52,1.58
3.527,0.48,0.09,-1.39,1.48
3.537,0.61,0.04,-1.22,1.36
3.547,0.69,0.01,-0.94,1.17
3.557,0.58,-0.13,-0.80,1.00
3.567,0.51,-0.23,-0.65,0.86
3.577,0.49,-0.28,-0.69,0.89
3.587,0.34,-0.18,-0.79,0.88
3.597,0.03,0.08,-0.91,0.91
3.607,-0.25,0.19,-1.00,1.04
3.617,-0.44,0.16,-0.94,1.05
3.627,-0.51,0.24,-0.78,0.96
3.637,-0.55,0.33,-0.66,0.92
3.647,-0.48,0.31,-0.62,0.85
3.657,-0.36,0.22,-0.65,0.77
