time,ax,ay,az,atotal
0.658,-0.83,-0.89,-9.71,9.78
0.668,-0.98,-0.93,-9.65,9.75
0.678,-1.10,-0.93,-9.64,9.75
0.688,-1.24,-0.94,-9.62,9.74
0.698,-1.38,-0.96,-9.59,9.74
0.708,-1.50,-0.97,-9.55,9.71
0.718,-1.62,-1.00,-9.50,9.69
0.727,-1.75,-1.00,-9.47,9.69
0.737,-1.88,-1.01,-9.41,9.65
0.747,-2.01,-1.02,-9.38,9.65
0.757,-2.14,-1.03,-9.35,9.64
0.767,-2.26,-1.05,-9.31,9.63
0.777,-2.38,-1.05,-9.27,9.63
0.787,-2.50,-1.07,-9.22,9.61
0.797,-2.62,-1.08,-9.18,9.61
0.807,-2.72,-1.09,-9.12,9.58
0.817,-2.83,-1.11,-9.06,9.56
0.827,-2.95,-1.12,-9.00,9.54
0.837,-3.06,-1.12,-8.94,9.51
0.847,-3.16,-1.13,-8.90,9.51
0.857,-3.25,-1.15,-8.83,9.48
0.867,-3.37,-1.15,-8.78,9.47
0.877,-3.47,-1.16,-8.73,9.47
0.887,-3.56,-1.17,-8.69,9.46
0.897,-3.65,-1.18,-8.61,9.43
0.907,-3.74,-1.17,-8.56,9.42
0.917,-3.83,-1.19,-8.51,9.41
0.927,-3.91,-1.19,-8.46,9.39
0.937,-3.98,-1.19,-8.40,9.37
0.947,-4.06,-1.19,-8.36,9.37
0.957,-4.13,-1.19,-8.30,9.34
0.967,-4.19,-1.20,-8.25,9.34
0.977,-4.26,-1.20,-8.20,9.32
0.987,-4.33,-1.20,-8.16,9.31
0.996,-4.37,-1.19,-8.11,9.29
1.007,-4.41,-1.19,-8.07,9.28
1.017,-4.45,-1.19,-8.02,9.25
1.026,-4.49,-1.19,-7.98,9.23
1.037,-4.52,-1.17,-7.92,9.20
1.046,-4.54,-1.17,-7.91,9.19
1.056,-4.56,-1.17,-7.88,9.18
1.066,-4.58,-1.17,-7.85,9.16
1.076,-4.57,-1.15,-7.81,9.12
1.086,-4.56,-1.14,-7.78,9.09
1.096,-4.56,-1.12,-7.77,9.08
1.106,-4.55,-1.12,-7.74,9.05
1.116,-4.52,-1.10,-7.72,9.02
1.126,-4.48,-1.08,-7.73,9.00
1.136,-4.45,-1.07,-7.71,8.97
1.146,-4.41,-1.03,-7.70,8.93
1.156,-4.35,-1.01,-7.71,8.91
1.166,-4.29,-1.00,-7.70,8.87
1.176,-4.22,-0.97,-7.68,8.82
1.186,-4.12,-0.93,-7.69,8.78
1.196,-4.04,-0.91,-7.68,8.73
1.206,-3.93,-0.87,-7.70,8.69
1.216,-3.82,-0.84,-7.70,8.64
1.226,-3.69,-0.81,-7.68,8.55
1.236,-3.54,-0.77,-7.61,8.43
1.246,-3.11,-0.76,-7.63,8.28
1.256,-1.28,-3.83,-7.99,8.95
1.266,7.53,-13.54,83.91,85.32
1.276,-15.67,-64.19,315.55,322.40
1.286,-100.11,-75.62,171.92,212.83
1.295,-12.20,-6.17,-19.19,23.57
1.306,3.62,2.19,-14.36,14.97
1.315,2.15,0.42,-10.79,11.01
1.325,3.54,1.15,-10.11,10.78
1.335,3.98,1.12,-9.58,10.44
1.345,4.54,1.16,-8.91,10.07
1.355,4.84,0.98,-8.46,9.80
1.365,5.12,0.85,-8.19,9.70
1.375,5.49,0.65,-8.18,9.87
1.385,5.89,0.41,-8.10,10.03
1.395,6.26,0.22,-7.84,10.04
1.405,6.62,0.02,-7.53,10.03
1.415,6.98,-0.13,-7.35,10.13
1.425,7.29,-0.31,-7.65,10.57
1.435,7.52,-0.42,-7.87,10.89
1.445,7.69,-0.38,-8.11,11.18
1.455,7.75,-0.03,-9.24,12.06
1.465,7.11,0.13,-10.37,12.57
1.475,5.16,0.12,-7.38,9.01
1.485,3.11,-0.31,-5.27,6.12
1.495,-1.06,-1.62,-0.66,2.05
1.505,-5.89,-3.86,7.57,10.34
1.515,-8.58,-5.25,16.19,19.06
1.525,-9.40,-6.40,27.11,29.40
1.535,-5.43,-4.56,22.61,23.69
1.545,-1.20,-1.20,6.90,7.11
1.555,1.39,0.53,-1.47,2.09
1.565,1.84,0.69,-3.13,3.69
1.575,1.39,0.46,-3.67,3.95
1.585,0.85,0.55,-3.05,3.21
1.595,0.22,0.60,-2.02,2.12
1.605,-0.28,0.41,-0.25,0.56
1.615,-0.51,0.01,1.97,2.04
1.624,-0.56,-0.46,2.40,2.51
1.634,-0.14,-0.55,0.36,0.67
1.644,0.51,0.03,-1.08,1.19
1.654,0.66,0.43,-0.71,1.06
1.664,0.25,0.26,0.14,0.39
1.674,-0.14,-0.12,0.50,0.54
1.684,-0.27,-0.27,0.08,0.39
1.694,0.04,-0.10,-0.31,0.33
1.704,0.26,0.16,-0.15,0.34
1.714,0.29,0.20,0.15,0.38
1.724,0.19,-0.04,0.18,0.26
1.734,0.01,-0.12,-0.04,0.13
1.744,0.03,-0.01,-0.17,0.17
1.754,0.09,0.05,-0.03,0.10
1.764,0.12,0.04,0.04,0.13
1.774,0.18,0.05,-0.00,0.18
1.784,0.17,-0.01,0.00,0.17
1.794,0.13,-0.01,-0.01,0.13
1.804,0.07,0.04,-0.00,0.08
1.814,0.06,-0.02,-0.02,0.06
1.824,0.11,-0.04,-0.01,0.12
1.834,0.14,0.03,0.02,0.14
1.844,0.16,0.04,0.00,0.16
1.854,0.11,-0.01,-0.00,0.11
1.864,0.07,-0.00,-0.04,0.08
1.874,0.09,-0.03,-0.02,0.10
1.884,0.10,0.03,-0.03,0.11
1.894,0.15,0.03,-0.02,0.15
1.904,0.09,0.02,-0.02,0.09
1.913,0.11,0.03,-0.00,0.12
1.923,0.08,-0.01,-0.02,0.09
1.933,0.11,0.02,-0.02,0.11
1.943,0.10,0.01,-0.03,0.10
1.953,0.10,0.01,-0.01,0.11
1.963,0.11,0.03,-0.01,0.11
1.973,0.10,0.01,-0.03,0.11
1.983,0.10,0.00,-0.01,0.10
1.993,0.09,-0.02,-0.01,0.09
2.003,0.10,-0.00,-0.00,0.10
2.013,0.10,0.02,0.00,0.10
2.023,0.08,0.03,-0.01,0.09
2.033,0.09,0.01,-0.01,0.09
2.043,0.10,-0.02,-0.02,0.10
2.053,0.10,0.01,-0.05,0.11
2.063,0.08,0.03,-0.02,0.09
2.073,0.08,0.03,-0.04,0.10
2.083,0.10,-0.01,-0.02,0.11
2.093,0.09,0.00,-0.01,0.09
2.103,0.09,0.02,-0.02,0.10
2.113,0.08,-0.00,-0.02,0.08
2.123,0.08,0.03,-0.01,0.09
2.133,0.09,0.02,-0.01,0.09
2.143,0.09,0.01,-0.02,0.09
2.153,0.10,-0.01,-0.02,0.11
2.163,0.09,-0.01,-0.04,0.10
2.173,0.09,0.01,-0.02,0.09
2.183,0.07,0.01,-0.02,0.08
2.192,0.08,0.04,-0.04,0.10
2.203,0.10,0.04,0.01,0.10
2.212,0.09,-0.01,-0.02,0.09
2.222,0.08,-0.01,-0.05,0.09
2.232,0.06,0.03,-0.01,0.07
2.242,0.07,0.02,-0.01,0.07
2.252,0.09,-0.00,-0.03,0.10
2.262,0.11,-0.02,-0.04,0.12
2.272,0.07,0.02,-0.06,0.09
2.282,0.07,0.05,-0.02,0.09
2.292,0.10,0.01,-0.02,0.11
2.302,0.09,0.00,-0.07,0.11
2.312,0.06,0.03,-0.04,0.07
2.322,0.05,0.02,0.00,0.06
2.332,0.10,-0.00,-0.02,0.11
2.342,0.13,-0.01,0.00,0.13
2.352,0.10,0.00,0.02,0.10
2.362,0.08,0.04,0.01,0.09
2.372,0.09,0.00,-0.01,0.09
2.382,0.05,-0.03,-0.06,0.09
2.392,0.02,0.01,-0.05,0.06
2.402,0.06,0.04,-0.02,0.07
2.412,0.12,0.04,-0.02,0.13
2.422,0.12,-0.01,-0.02,0.12
2.432,0.08,-0.03,-0.03,0.09
2.442,0.03,-0.00,-0.05,0.06
2.452,0.04,0.02,-0.03,0.06
2.462,0.11,0.01,0.01,0.11
2.472,0.12,-0.02,-0.02,0.12
2.482,0.07,-0.02,-0.04,0.08
2.491,0.06,0.02,-0.03,0.07
2.502,0.04,0.04,-0.03,0.07
2.511,0.09,0.02,-0.02,0.09
2.521,0.14,-0.01,-0.01,0.14
2.532,0.10,-0.00,-0.02,0.11
2.541,0.07,-0.00,-0.02,0.07
2.551,0.06,0.01,-0.05,0.07
2.561,0.04,0.08,-0.04,0.10
2.571,0.02,0.12,-0.13,0.18
2.581,0.09,0.09,-0.05,0.14
2.591,0.13,0.03,0.03,0.13
2.601,0.11,-0.04,-0.03,0.12
2.611,0.09,-0.07,-0.01,0.11
2.621,0.04,-0.04,-0.03,0.07
2.631,0.03,0.01,-0.04,0.05
2.641,0.03,-0.01,-0.01,0.04
2.651,0.13,0.08,-0.00,0.15
2.661,0.05,-0.05,-0.08,0.11
2.671,0.13,-0.22,0.17,0.31
2.681,0.13,-0.04,0.08,0.16
2.691,-0.12,0.09,-0.28,0.32
2.701,0.06,0.12,-0.15,0.20
2.711,0.07,-0.00,0.11,0.13
2.721,0.10,0.11,0.19,0.24
2.731,0.11,0.06,-0.24,0.27
2.741,0.11,-0.11,-0.05,0.16
2.751,0.09,-0.08,0.11,0.16
2.761,-0.01,0.05,-0.03,0.06
2.771,0.04,0.07,-0.13,0.15
2.781,0.12,0.05,-0.00,0.13
2.790,0.11,0.02,0.07,0.13
2.801,0.10,-0.05,-0.03,0.12
2.810,0.06,-0.03,-0.08,0.11
2.820,0.04,0.06,-0.07,0.09
2.830,0.04,0.04,-0.03,0.06
2.840,0.08,0.01,-0.03,0.09
2.850,0.09,0.01,-0.02,0.10
2.860,0.09,0.02,-0.02,0.09
2.870,0.05,-0.02,-0.04,0.07
2.880,0.05,-0.03,-0.04,0.07
2.890,0.07,0.02,-0.02,0.07
2.900,0.07,0.03,-0.03,0.09
2.910,0.08,0.03,-0.04,0.10
2.920,0.06,0.01,-0.05,0.08
2.930,0.05,-0.00,-0.03,0.06
2.940,0.06,0.02,-0.06,0.09
2.950,0.05,0.02,-0.03,0.06
2.960,0.09,0.03,0.02,0.10
2.970,0.12,0.04,-0.09,0.16
2.980,0.11,-0.00,-0.07,0.12
2.990,0.05,-0.03,0.01,0.06
3.000,-0.02,0.05,-0.01,0.05
3.010,0.01,0.16,-0.11,0.19
3.020,0.05,0.10,-0.08,0.13
3.030,0.07,-0.00,0.04,0.08
3.040,0.12,-0.09,0.02,0.15
3.050,0.17,-0.18,-0.03,0.25
3.059,0.15,-0.11,0.05,0.19
3.070,0.07,0.00,-0.01,0.08
3.079,0.08,0.06,-0.18,0.21
3.089,0.05,0.05,-0.06,0.09
3.100,-0.04,0.00,0.08,0.09
3.109,0.00,0.01,0.02,0.02
3.119,0.06,0.02,-0.04,0.08
3.129,0.11,-0.06,-0.07,0.14
3.139,0.14,-0.07,-0.03,0.16
3.149,0.00,-0.06,0.06,0.08
3.159,-0.02,-0.06,0.01,0.06
3.169,0.17,0.02,-0.12,0.21
3.179,0.11,0.11,-0.05,0.17
3.189,-0.01,0.14,-0.11,0.18
3.199,-0.07,0.09,-0.09,0.14
3.209,-0.00,0.01,0.04,0.04
3.219,0.10,-0.02,-0.01,0.10
3.229,0.10,0.07,-0.09,0.15
3.239,0.06,0.11,-0.06,0.14
3.249,0.03,0.05,-0.03,0.07
3.259,0.04,-0.04,0.04,0.07
3.269,0.13,-0.05,-0.07,0.16
3.279,0.08,-0.03,-0.08,0.12
3.289,-0.02,0.02,-0.04,0.05
3.299,-0.04,0.05,-0.07,0.10
3.309,0.02,0.05,-0.05,0.07
3.319,0.07,0.01,-0.05,0.09
3.329,0.09,0.00,-0.03,0.09
3.339,0.08,0.01,-0.01,0.08
3.349,0.04,0.03,0.00,0.05
3.358,0.03,0.07,-0.04,0.09
3.368,0.11,0.07,-0.02,0.13
3.379,0.12,0.05,-0.01,0.13
3.388,0.05,0.00,-0.03,0.06
3.398,-0.02,-0.06,-0.06,0.09
3.408,-0.01,-0.06,-0.06,0.09
3.418,0.06,-0.03,-0.04,0.07
3.428,0.11,-0.01,-0.01,0.11
3.438,0.14,-0.03,0.01,0.15
3.448,0.10,0.01,-0.01,0.10
3.458,0.05,0.05,-0.05,0.09
3.468,0.02,0.05,-0.07,0.09
3.478,0.03,0.06,-0.07,0.10
3.488,0.02,0.06,-0.06,0.09
3.498,0.03,0.02,-0.04,0.05
3.508,0.05,-0.01,-0.01,0.06
3.518,0.12,0.01,-0.01,0.12
3.528,0.09,0.00,-0.02,0.10
3.538,0.02,-0.00,-0.04,0.05
3.548,0.00,-0.03,-0.04,0.05
3.558,0.03,0.00,-0.04,0.05
3.568,0.08,0.03,-0.04,0.09
3.578,0.08,0.05,-0.04,0.10
3.588,0.08,0.05,-0.00,0.09
3.598,0.04,0.03,-0.04,0.06
3.608,0.01,-0.02,-0.06,0.06
3.618,0.01,-0.02,-0.05,0.06
3.628,0.08,-0.04,-0.05,0.10
3.638,0.07,-0.02,-0.02,0.08
3.648,0.13,-0.08,0.01,0.15
3.658,0.07,-0.12,-0.20,0.25
3.668,0.03,0.06,-0.25,0.26
3.677,0.10,0.22,0.06,0.25
3.687,0.10,0.22,0.18,0.30
3.697,-0.02,0.11,0.11,0.15
3.707,-0.03,-0.16,-0.02,0.16
3.717,0.07,-0.20,-0.09,0.23
3.727,0.13,-0.01,-0.15,0.20
3.737,0.03,0.07,-0.10,0.13
3.747,-0.08,0.05,0.04,0.10
3.757,-0.07,0.17,0.07,0.19
3.767,0.04,0.18,0.07,0.20
3.777,0.19,-0.07,-0.07,0.21
3.787,0.24,-0.14,-0.11,0.30
