time,ax,ay,az,atotal
0.658,0.19,0.04,0.26,0.32
0.668,0.20,0.14,0.19,0.31
0.678,0.23,0.15,0.10,0.29
0.688,0.21,0.18,0.03,0.28
0.697,0.24,0.28,-0.12,0.39
0.708,0.17,0.30,-0.38,0.51
0.718,-0.17,0.05,-0.58,0.61
0.727,-0.63,-0.14,-0.71,0.96
0.737,-0.80,-0.05,-0.93,1.23
0.747,-0.57,0.09,-1.01,1.16
0.758,-0.16,0.27,-1.04,1.09
0.767,0.22,0.38,-1.16,1.24
0.777,0.23,0.43,-1.64,1.72
0.787,-0.03,0.50,-2.92,2.96
0.797,-0.37,0.53,-4.51,4.56
0.807,-0.66,0.65,-5.85,5.92
0.817,-0.26,1.19,-7.24,7.34
0.827,0.15,1.65,-8.68,8.83
0.837,0.34,1.54,-9.17,9.30
0.847,0.33,1.56,-9.47,9.60
0.857,0.33,1.63,-9.62,9.76
0.867,0.34,1.73,-9.57,9.73
0.877,0.36,1.83,-9.54,9.72
0.887,0.35,1.94,-9.49,9.70
0.897,0.36,2.05,-9.48,9.70
0.907,0.39,2.15,-9.43,9.68
0.917,0.38,2.26,-9.38,9.66
0.927,0.40,2.34,-9.34,9.64
0.937,0.40,2.45,-9.29,9.61
0.947,0.42,2.56,-9.25,9.61
0.957,0.43,2.65,-9.20,9.58
0.967,0.44,2.74,-9.15,9.56
0.976,0.44,2.84,-9.11,9.55
0.987,0.45,2.93,-9.04,9.52
0.996,0.48,3.03,-8.99,9.50
1.007,0.48,3.11,-8.94,9.48
1.016,0.49,3.22,-8.89,9.47
1.026,0.51,3.29,-8.85,9.45
1.036,0.51,3.38,-8.81,9.45
1.046,0.53,3.46,-8.74,9.42
1.056,0.54,3.54,-8.72,9.42
1.066,0.55,3.62,-8.65,9.40
1.076,0.57,3.70,-8.60,9.38
1.086,0.57,3.77,-8.55,9.36
1.096,0.58,3.84,-8.49,9.34
1.106,0.60,3.90,-8.45,9.33
1.116,0.62,3.98,-8.41,9.33
1.126,0.62,4.05,-8.34,9.29
1.136,0.64,4.11,-8.30,9.29
1.146,0.66,4.18,-8.26,9.28
1.156,0.67,4.25,-8.19,9.25
1.166,0.67,4.31,-8.12,9.21
1.176,0.70,4.36,-8.05,9.18
1.186,0.72,4.42,-7.99,9.16
1.196,0.74,4.48,-7.93,9.14
1.206,0.76,4.53,-7.89,9.13
1.216,0.77,4.57,-7.80,9.07
1.226,0.79,4.63,-7.69,9.01
1.236,0.77,4.50,-7.15,8.48
1.246,-5.94,-9.04,39.80,41.24
1.256,-22.51,-75.54,159.99,178.36
1.266,-5.17,-72.26,158.52,174.29
1.276,10.64,19.59,113.74,115.91
1.286,2.80,-1.23,27.95,28.12
1.295,1.17,-2.03,-7.64,7.99
1.305,1.16,2.71,-9.15,9.61
1.315,1.13,2.31,-9.61,9.95
1.325,1.50,2.73,-9.20,9.71
1.335,1.73,3.03,-9.00,9.65
1.345,1.97,3.38,-8.73,9.57
1.355,2.18,3.77,-8.45,9.51
1.365,2.41,4.18,-8.20,9.51
1.375,2.62,4.56,-7.95,9.53
1.385,2.82,4.90,-7.70,9.55
1.395,2.99,5.21,-7.42,9.55
1.405,3.14,5.52,-7.11,9.53
1.415,3.30,5.80,-6.79,9.52
1.425,3.41,6.08,-6.44,9.49
1.435,3.50,6.33,-6.03,9.42
1.445,3.21,6.55,-4.83,8.75
1.455,2.46,6.59,-2.18,7.36
1.465,0.93,5.57,3.25,6.51
1.475,-1.44,3.33,3.11,4.78
1.485,-5.87,-0.86,2.44,6.42
1.495,-6.68,-5.47,2.12,8.89
1.505,-7.15,-9.57,6.76,13.72
1.515,-4.51,-9.24,8.55,13.37
1.525,-1.98,-7.88,3.20,8.73
1.535,0.13,-5.58,-2.46,6.10
1.545,1.08,-3.94,-4.84,6.34
1.555,2.21,-3.26,-5.92,7.11
1.565,2.88,-0.60,-3.52,4.59
1.575,2.40,3.34,4.17,5.86
1.585,-0.39,6.66,11.09,12.94
1.594,-0.40,5.77,12.55,13.82
1.604,1.15,3.68,5.69,6.87
1.614,1.12,1.77,-1.95,2.86
1.624,0.56,0.33,-4.58,4.62
1.634,-0.19,-0.76,-4.76,4.83
1.644,-1.29,-1.69,-3.16,3.81
1.654,-1.93,-1.95,-0.43,2.78
1.664,-1.38,-1.26,1.99,2.73
1.674,-0.24,-0.25,2.80,2.82
1.684,0.88,0.49,1.12,1.51
1.694,1.22,0.61,-0.95,1.66
1.704,0.76,0.28,-1.20,1.44
1.714,-0.04,-0.10,-0.05,0.12
1.724,-0.47,-0.05,0.64,0.80
1.734,-0.39,0.22,0.31,0.55
1.744,-0.06,0.24,-0.19,0.31
1.754,0.12,-0.07,-0.30,0.33
1.764,0.12,-0.27,-0.12,0.32
1.774,0.15,-0.09,0.09,0.20
1.784,0.17,0.16,0.13,0.27
1.794,0.06,0.20,-0.01,0.21
1.804,-0.12,0.06,-0.11,0.18
1.814,-0.14,-0.04,-0.09,0.17
1.824,0.02,0.00,-0.02,0.03
1.834,0.19,0.04,-0.01,0.19
1.844,0.19,0.01,-0.01,0.19
1.854,0.05,-0.02,-0.02,0.06
1.864,-0.04,0.01,-0.05,0.06
1.874,-0.05,0.08,-0.04,0.10
1.884,-0.01,0.10,-0.02,0.10
1.893,0.05,0.03,-0.01,0.06
1.903,0.09,-0.03,-0.00,0.09
1.913,0.09,-0.01,-0.00,0.09
1.923,0.03,0.02,-0.02,0.04
1.933,-0.00,0.04,-0.05,0.06
1.943,-0.03,0.05,-0.04,0.07
1.953,0.02,0.06,-0.01,0.06
1.963,0.06,0.05,-0.02,0.08
1.973,0.08,-0.00,-0.03,0.08
1.983,0.04,-0.01,-0.03,0.06
1.993,-0.00,0.01,-0.04,0.05
2.003,0.01,0.05,-0.03,0.06
2.013,0.03,0.06,-0.03,0.07
2.023,0.04,0.05,-0.01,0.06
2.033,0.05,0.04,-0.03,0.07
2.043,0.05,-0.00,-0.04,0.06
2.053,0.01,0.00,-0.04,0.04
2.063,0.01,0.03,-0.04,0.05
2.073,0.03,0.05,-0.05,0.08
2.083,0.04,0.06,-0.02,0.07
2.093,0.03,0.05,-0.03,0.06
2.103,0.02,0.02,-0.03,0.04
2.113,0.04,0.01,-0.04,0.06
2.123,0.03,0.02,-0.05,0.06
2.133,0.03,0.04,-0.01,0.05
2.143,0.04,0.05,-0.02,0.07
2.153,0.03,0.05,-0.02,0.06
2.163,0.03,0.04,-0.05,0.08
2.172,0.01,0.01,-0.02,0.03
2.182,0.02,0.01,-0.02,0.03
2.192,0.05,0.02,-0.04,0.07
2.202,0.03,0.04,-0.02,0.06
2.213,0.04,0.04,-0.03,0.06
2.222,0.03,0.04,-0.04,0.06
2.232,0.03,0.03,-0.02,0.05
2.242,0.05,0.03,-0.03,0.07
2.252,0.04,0.03,-0.02,0.05
2.262,0.03,0.03,-0.01,0.04
2.272,0.02,0.03,-0.04,0.05
2.282,0.03,0.03,-0.04,0.06
2.292,0.02,0.03,-0.02,0.05
2.302,0.03,0.02,-0.01,0.04
2.312,0.05,0.03,-0.04,0.07
2.322,0.02,0.04,-0.04,0.05
2.332,0.03,0.04,-0.01,0.05
2.342,0.02,0.02,-0.01,0.03
2.352,0.02,0.03,-0.04,0.06
2.362,0.03,0.03,-0.04,0.06
2.372,0.04,0.03,-0.02,0.05
2.382,0.03,0.02,-0.04,0.05
2.392,0.03,0.04,-0.02,0.05
2.402,0.03,0.03,-0.03,0.05
2.411,0.04,0.03,-0.02,0.06
2.422,0.04,0.03,-0.02,0.05
2.432,0.03,0.04,-0.01,0.05
2.441,0.03,0.02,-0.04,0.05
2.451,0.02,0.03,-0.02,0.04
2.461,0.04,0.03,-0.02,0.06
2.472,0.03,0.03,-0.04,0.06
2.481,0.02,0.03,-0.02,0.04
2.492,0.02,0.03,-0.02,0.04
2.501,0.04,0.06,-0.03,0.08
2.511,0.05,0.11,-0.08,0.15
2.521,0.16,0.03,-0.24,0.29
2.531,-0.08,-0.09,-0.12,0.17
2.541,-0.09,-0.07,0.06,0.13
2.551,0.08,-0.05,0.08,0.12
2.561,0.10,0.01,-0.01,0.10
2.571,0.04,0.02,-0.20,0.20
2.581,-0.05,0.04,-0.25,0.26
2.591,-0.17,0.07,-0.05,0.19
2.601,-0.12,0.11,0.18,0.24
2.611,0.11,0.04,0.12,0.17
2.621,0.28,0.03,-0.02,0.29
2.631,0.15,-0.02,0.00,0.15
2.641,0.08,-0.02,0.03,0.09
2.651,0.08,0.02,0.06,0.10
2.661,0.03,0.02,-0.10,0.11
2.671,0.11,0.05,-0.20,0.24
2.681,0.13,0.06,-0.09,0.17
2.691,0.07,0.06,-0.00,0.09
2.701,0.07,0.03,0.00,0.07
2.711,0.06,-0.02,-0.05,0.08
2.721,-0.02,-0.04,-0.05,0.07
2.731,-0.18,-0.07,-0.04,0.20
2.741,-0.24,-0.06,0.01,0.24
2.750,-0.13,0.02,0.10,0.16
2.760,0.06,0.06,0.06,0.11
2.770,0.16,0.05,-0.03,0.17
2.780,0.05,0.04,-0.08,0.10
2.790,-0.05,0.07,-0.02,0.09
2.800,-0.08,0.13,-0.00,0.15
2.810,-0.06,0.14,-0.05,0.16
2.820,0.02,0.09,-0.04,0.10
2.830,0.11,0.04,-0.04,0.13
2.840,0.13,0.05,-0.00,0.13
2.850,0.10,0.08,-0.01,0.12
2.860,0.07,0.05,-0.02,0.09
2.870,0.04,0.01,0.01,0.04
2.880,0.02,0.05,-0.07,0.09
2.890,-0.05,0.06,-0.05,0.10
2.900,-0.03,0.04,-0.04,0.07
2.910,0.10,-0.01,-0.00,0.10
2.920,0.05,-0.06,-0.01,0.08
2.930,-0.08,-0.08,-0.04,0.12
2.940,-0.08,-0.00,-0.01,0.08
2.950,0.03,0.04,-0.00,0.05
2.960,0.09,-0.04,-0.04,0.11
2.970,0.00,-0.06,-0.29,0.30
2.980,-0.07,0.05,-0.34,0.35
2.990,0.12,0.20,0.15,0.27
3.000,0.23,0.33,0.43,0.58
3.009,0.13,0.21,0.23,0.34
3.020,-0.01,-0.09,-0.02,0.09
3.029,-0.07,-0.25,-0.15,0.30
3.039,-0.08,-0.04,-0.33,0.34
